Polutan,PCA,K,Variance,Silhouette,Davies_Bouldin,Calinski_Harabasz,Cluster_Min,Cluster_Max,Balance_Ratio,Ukuran_Cluster
CO,22,6,0.9995976299091454,0.17945276043637276,0.838848082501973,34.81144982957139,1,21,0.047619047619047616,1-1-1-2-11-21
CO,22,7,0.9995976299091454,0.135913064370717,0.9769354019819044,32.994435855386975,1,13,0.07692307692307693,1-1-1-2-7-12-13
CO,22,8,0.9995976299091454,0.14503583021417182,0.8286647009065728,32.441346065544415,1,14,0.07142857142857142,1-1-1-1-2-7-10-14
CO,22,9,0.9995976299091454,0.15065278993632833,0.856533902582955,31.791555346982094,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,22,10,0.9995976299091454,0.14609211036379685,0.805911004012081,29.759121940793417,1,10,0.1,1-1-1-1-1-2-4-7-9-10
CO,23,2,0.9997364162522238,0.7955876014219405,0.12461916100499887,39.92461852118535,1,36,0.027777777777777776,1-36
CO,23,3,0.9997364162522238,0.6971894701924838,0.15900571635283858,44.970050541522056,1,35,0.02857142857142857,1-1-35
CO,23,4,0.9997364162522238,0.34271418997161207,0.6939727592671958,40.985390717662575,1,31,0.03225806451612903,1-1-4-31
CO,23,5,0.9997364162522238,0.18485278140118266,0.9266155477834687,38.54361199984596,1,21,0.047619047619047616,1-1-2-12-21
CO,23,6,0.9997364162522238,0.15413083419155155,0.9834609897629621,35.12394780859223,1,16,0.0625,1-1-2-7-10-16
CO,23,7,0.9997364162522238,0.1569826880063514,0.9188288449023255,32.88107251297489,1,16,0.0625,1-1-1-2-3-13-16
CO,23,8,0.9997364162522238,0.14490452090912498,0.8291549738645121,32.40432392964641,1,14,0.07142857142857142,1-1-1-1-2-7-10-14
